,YR,MO,DY,HR,LAT,LON,IM,ATTC,TI,LI,DS,VS,NID,II,ID,C1,DI,D,WI,W,VI,VV,WW,W1,SLP,A,PPP,IT,AT,WBTI,WBT,DPTI,DPT,SI,SST,N,NH,CL,HI,H,CM,CH,WD,WP,WH,SD,SP,SH,BSI,B10,B1,DCK,SID,PT,DUPS,DUPC,TC,PB,WX,SX,C2,AQCS,ND,TRMS,NQCS,QCE,LZ,QCZ,UID,RN1,RN2,RN3,RSA,IRF,grid_group,climate_zone,target_zone,comments
35624,1806,3,4.0,6.0,13.7,91.1,1,3,0.0,5,,,3.0,10,LORD DUNC,,,160.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,31,248,148,5,0,,,,,,,,2.0,FF11FF,12AAAAAAAAAAAA,,,,CZ5B5W,3,0,0,2,1,"(91, 13)",1,1.0,"FAIR,,,,,,,,"
35625,1806,3,4.0,6.0,13.58,91.27,1,3,0.0,5,,,3.0,10,SURREY 1,,,,,,,,,,1008.8,,,,28.9,,,,,,,,,,,,,,,,,,,,,259,31,248,148,5,0,,,,,,,,2.0,F1FF1F,1AAAA11AAAAAAA,,,,CZ5B5X,3,0,0,2,1,"(91, 13)",1,1.0,"    ,SWELL,,,,,,,"
35631,1806,3,5.0,6.0,12.97,90.75,1,3,0.0,5,,,3.0,10,SURREY 1,,,2.0,5.0,1.0,,,,,1008.8,,,,28.9,,,,,,,,,,,,,,,,,,,,,259,20,248,148,5,0,,,,,,,,2.0,F1111F,11AAA11AAAAAAA,,,,CZ5B6C,3,0,0,2,1,"(90, 12)",1,1.0,"FAIR     ,SWELL,,,,,,,"
35638,1806,3,6.0,6.0,12.23,90.25,1,3,0.0,5,,,3.0,10,SURREY 1,,,,5.0,,,,,,1008.7,,,,28.9,,,,,,,,,,,,,,,,,,,,,259,20,248,148,5,0,,,,,,,,2.0,F1FF1F,12AAA11AAAAAAA,,,,CZ5B6U,3,0,0,2,1,"(90, 12)",1,1.0,"     ,SWELL,,,,,,,"
35644,1806,3,7.0,6.0,10.82,89.33,1,3,0.0,5,,,3.0,10,SURREY 1,,,,,,,,,,1008.7,,,,28.9,,,,,,,,,,,,,,,,,,,,,258,9,248,148,5,0,,,,,,,,2.0,F1FF1F,1AAAA11AAAAAAA,,,,CZ5B7H,3,0,0,2,1,"(89, 10)",1,1.0,"FAIR,PLEASANT,,,,,,,,"
35651,1806,3,8.0,6.0,8.97,87.83,1,3,0.0,5,,,3.0,10,LORD DUNC,,,47.0,5.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,87,248,148,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,CZ5B83,3,0,0,2,1,"(87, 8)",1,1.0,"FAIR,,,,,,,,"
35652,1806,3,8.0,6.0,8.9,88.25,1,3,0.0,5,,,3.0,10,SURREY 1,,,,5.0,,,,,,1005.3,,,,28.3,,,,,,,,,,,,,,,,,,,,,294,88,248,148,5,0,,,,,,,,2.0,F1FF2F,17AAA11AAAAAAA,,,,CZ5B84,3,0,0,2,1,"(88, 8)",1,1.0,"FAIR,CLOUDY,,,,,,,,"
36219,1806,4,19.0,7.0,8.02,82.33,1,3,0.0,5,,,3.0,10,STREATH 4,,,,5.0,,,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,,,294,82,248,148,5,0,,,,,,,,2.0,F1FFFF,12AAAA1AAAAAAA,,,,CZ5C10,3,0,0,2,1,"(82, 8)",1,1.0,"FAIR,FINE,,,,,,,,"
36220,1806,4,19.0,7.0,8.02,82.33,1,3,0.0,5,,,3.0,10,WIL PIT 2,,,260.0,5.0,,,,,,,,,,28.3,,,,,,,,,,,,,,,,,,,,,294,82,248,148,5,0,,,,,,,,2.0,F111FF,12AAAA1AAAAAAA,,,,CZ5C11,3,0,0,2,1,"(82, 8)",1,1.0,"CLEAR,HOT,SULTRY     ,SMOOTH,,,,,,,"
36233,1806,4,20.0,7.0,9.73,81.42,1,3,0.0,5,,,3.0,10,STREATH 4,,,136.0,5.0,2.6,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ5C1X,3,0,0,2,1,"(81, 9)",1,1.0,"FINE,,,,,,,,"
36234,1806,4,20.0,7.0,9.72,81.52,1,3,0.0,5,,,3.0,10,WIL PIT 2,,,,,,,,,,,,,,28.3,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5C1Y,3,0,0,2,1,"(81, 9)",1,1.0,"LIGHTNING,CLEAR,HOT,SULTRY     ,SMOOTH,,,,,,,"
36235,1806,4,20.0,7.0,9.65,81.73,1,3,0.0,5,,,3.0,10,EUROPE 2,,,125.0,5.0,9.3,,,,,,,,,29.4,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F121FF,11AAAA1AAAAAAA,,,,CZ5C1Z,3,0,0,2,1,"(81, 9)",1,1.0,"FAIR,SULTRY,CLEAR,,,,,,,,"
36236,1806,4,20.0,7.0,9.63,81.03,1,3,0.0,5,,,3.0,10,GLORY,,,136.0,5.0,6.7,,,,,,,,,29.4,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ5C20,3,0,0,2,1,"(81, 9)",1,1.0,"FAIR     ,WATER SMOOTH,,,,,,,"
36638,1806,5,16.0,,10.77,82.6,1,3,,4,,,,10,ROBOREUS,,1.0,45.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,2,701,69,5,0,,1.0,,,,,,,FF11FF,71AAAAAAAAAAAA,,,,0042N2,3,0,0,2,1,"(82, 10)",1,1.0,"SE    21 SW  ,   DE VERDES  ,,,,,,,"
36680,1806,5,19.0,6.0,12.67,83.07,1,3,0.0,5,,,3.0,10,WIL PIT 2,,,,,,,,,,,,,,29.4,,,,,,,,,,,,,,,,,,,,,258,23,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5CP0,3,0,0,2,1,"(83, 12)",1,1.0,"CLOUDY,LIGHTNING,FAIR     ,SWELL,,,,,,,"
36681,1806,5,19.0,6.0,12.57,83.13,1,3,0.0,5,,,3.0,10,STREATH 4,,,226.0,5.0,6.7,,,,,,,,,29.4,,,,,,,,,,,,,,,,,,,,,258,23,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ5CP1,3,0,0,2,1,"(83, 12)",1,1.0,"FAIR,,,,,,,,"
36700,1806,5,20.0,6.0,11.28,84.77,1,3,0.0,5,,,3.0,10,STREATH 4,,,,,,,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,,,258,14,248,148,5,0,,,,,,,,2.0,F1FFFF,1AAAAA1AAAAAAA,,,,CZ5CPS,3,0,0,2,1,"(84, 11)",1,1.0,"CLOUDY,FAIR,HAZY,,,,,,,,"
36701,1806,5,20.0,6.0,11.25,84.9,1,3,0.0,5,,,3.0,10,WIL PIT 2,,,,,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,258,14,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5CPT,3,0,0,2,1,"(84, 11)",1,1.0,"LIGHTNING,CLOUDY,FAIR,,,,,,,,"
36702,1806,5,20.0,6.0,11.2,84.92,1,3,0.0,5,,,3.0,10,EUROPE 2,,,,,,,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,,,258,14,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5CPU,3,0,0,2,1,"(84, 11)",1,1.0,"HAZY,CLOUDY,PLEASANT,,,,,,,,"
36724,1806,5,21.0,6.0,9.43,86.83,1,3,0.0,5,,,3.0,10,STREATH 4,,,,5.0,,,,,,,,,,28.6,,,,,,,,,,,,,,,,,,,,,294,96,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5CQO,3,0,0,2,1,"(86, 9)",1,1.0,"HAZY,SQUALLY,SHARP LIGHTNING,HARD SQUALLS,SQUALLS,RAIN,,,,,,,,"
36725,1806,5,21.0,6.0,9.43,86.9,1,3,0.0,5,,,3.0,10,EUROPE 2,,,216.0,5.0,9.3,,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,,,294,96,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ5CQP,3,0,0,2,1,"(86, 9)",1,1.0,"SQUALLY,RAIN,CLOUDY,HAZY,,,,,,,,"
36726,1806,5,21.0,6.0,9.43,87.07,1,3,0.0,5,,,3.0,10,WIL PIT 2,,,,,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,294,97,248,148,5,0,,,,,,,,2.0,F1FFFF,1AAAAA1AAAAAAA,,,,CZ5CQQ,3,0,0,2,1,"(87, 9)",1,1.0,"FAIR,LIGHT SHOWER,CLOUDY,SQUALLY,LIGHT RAIN,LIGHTNING,CLOUDY,UNSETTLED     ,CONSIDERABLE SWELL,,,,,,,"
36749,1806,5,22.0,6.0,8.02,89.43,1,3,0.0,5,,,3.0,10,EUROPE 2,,,193.0,5.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,89,248,148,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,CZ5CRK,3,0,0,2,1,"(89, 8)",1,1.0,"CLOUDY,SQUALLY,RAIN,,,,,,,,"
36750,1806,5,22.0,6.0,8.0,88.05,1,3,0.0,5,,,3.0,10,WIL PIT 2,,,,,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,294,88,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5CRL,3,0,0,2,1,"(88, 8)",1,1.0,"SQUALLY,LIGHT RAIN,LIGHTNING,CLOUDY     ,SWELL,,,,,,,"
36751,1806,5,22.0,6.0,8.0,89.25,1,3,0.0,5,,,3.0,10,STREATH 4,,,205.0,5.0,9.3,,,,,,,,,28.3,,,,,,,,,,,,,,,,,,,,,294,89,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ5CRM,3,0,0,2,1,"(89, 8)",1,1.0,"HAZY,CLOUDY,LIGHTNING,SQUALLY,SQUALLS,,,,,,,,"
37077,1806,6,8.0,7.0,10.99,82.79,1,3,0.0,3,,,,10,HECTOR,,1.0,225.0,5.0,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,2,701,69,5,0,,1.0,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,004302,3,0,0,2,1,"(82, 10)",1,1.0,"    ,   CALCUTTA  ,,,,,,,"
37331,1806,6,23.0,,8.45,85.5,1,3,,4,,,,10,FRIENDSH,,1.0,338.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,85,701,69,5,0,,1.0,,,,,,,FF12FF,71AAAAAAAAAAAA,,,,00434H,3,0,0,2,1,"(85, 8)",1,1.0,"XS    22  ,   INDIA & RETURN  ,,,,,,,"
37337,1806,6,24.0,,9.58,83.78,1,3,,4,,,,10,FRIENDSH,,1.0,281.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,93,701,69,5,0,,1.0,,,,,,,FF11FF,71AAAAAAAAAAAA,,,,00434R,3,0,0,2,1,"(83, 9)",1,1.0,"     ,   INDIA & RETURN  ,,,,,,,"
37339,1806,6,25.0,6.0,8.4,82.65,1,3,0.0,5,,,3.0,10,ALNWICK C,,,,,,,,,,,,,,28.5,,,,,,,,,,,,,,,,,,,,,294,82,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5DLC,3,0,0,2,1,"(82, 8)",1,1.0,"FAIR,CLOUDY,SMALL RAIN,HARD SQUALLS,THUNDER,LIGHTNING,RAIN     ,VERY HEAVY SWELL,,,,,,,"
37340,1806,6,25.0,6.0,8.2,83.38,1,3,0.0,5,,,3.0,10,SIR W BEN,,,,,,,,,,,,,,28.3,,,,,,,,,,,,,,,,,,,,,294,83,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5DLD,3,0,0,2,1,"(83, 8)",1,1.0,"CLOUDY,THUNDER,LIGHTNING,HARD RAIN,HARD SQUALLS,FAIR,SQUALLY,RAIN,,,,,,,,"
37341,1806,6,25.0,7.0,8.28,82.08,1,3,0.0,5,,,3.0,10,DVD SCT 2,,,,,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,294,82,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5DLG,3,0,0,2,1,"(82, 8)",1,1.0,"LIGHTNING,HEAVY RAIN,HARD SQUALLS,THUNDER,,,,,,,,"
37342,1806,6,25.0,7.0,8.17,82.28,1,3,0.0,5,,,3.0,10,LDY J DAS,,,283.0,5.0,2.6,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,294,82,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ5DLH,3,0,0,2,1,"(82, 8)",1,1.0,"CLOUDY,RAIN,LIGHTNING,FAIR,THUNDER,HARD SQUALLS,,,,,,,,"
37344,1806,6,26.0,6.0,10.0,82.93,1,3,0.0,5,,,3.0,10,SIR W BEN,,,,,,,,,,,,,,26.7,,,,,,,,,,,,,,,,,,,,,258,2,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5DM6,3,0,0,2,1,"(82, 10)",1,1.0,"RAIN,CLOUDY,SQUALLY,THICK,CONSTANT RAIN,THUNDER,LIGHTNING,,,,,,,,"
37346,1806,6,26.0,7.0,10.33,82.13,1,3,0.0,5,,,3.0,10,ALNWICK C,,,,,,,,,,,,,,26.5,,,,,,,,,,,,,,,,,,,,,258,2,248,148,5,0,,,,,,,,2.0,F2FFFF,1AAAAA1AAAAAAA,,,,CZ5DM9,3,0,0,2,1,"(82, 10)",1,1.0,"SQUALLY,RAIN,CLOUDY,SQUALLS,THUNDER,LIGHTNING,VARIABLE,,,,,,,,"
37355,1806,6,28.0,,17.5,87.0,1,3,,4,,,,10,ROBOREUS,,1.0,180.0,5.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,77,701,69,5,0,,1.0,,,,,,,FF11FF,71AAAAAAAAAAAA,,,,00435X,3,0,0,2,1,"(87, 17)",1,1.0,"EXS   23   ,   SALEM  ,,,,,,,"
37472,1806,7,21.0,6.0,10.17,90.22,1,3,0.0,5,,,3.0,10,WIL PIT 2,,,227.0,5.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,0,248,148,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,CZ5E2L,3,0,0,2,1,"(90, 10)",1,1.0,"FAIR,SMALL RAIN,SQUALLY,LIGHT SQUALLS,HAZY,CLOUDY,UNSETTLED,PLEASANT,RAIN     ,SWELL,,,,,,,"
37473,1806,7,21.0,6.0,10.17,90.4,1,3,0.0,5,,,3.0,10,STREATH 4,,,,5.0,,,,,,,,,,27.8,,,,,,,,,,,,,,,,,,,,,259,0,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5E2M,3,0,0,2,1,"(90, 10)",1,1.0,"CLOUDY,SQUALLY,PLEASANT,,,,,,,,"
37474,1806,7,21.0,6.0,10.13,90.7,1,3,0.0,5,,,3.0,10,EUROPE 2,,,,5.0,,,,,,,,,,27.8,,,,,,,,,,,,,,,,,,,,,259,0,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5E2N,3,0,0,2,1,"(90, 10)",1,1.0,"HAZY,,,,,,,,"
37479,1806,7,22.0,6.0,12.73,89.03,1,3,0.0,5,,,3.0,10,STREATH 4,,,,5.0,,,,,,,,,,28.3,,,,,,,,,,,,,,,,,,,,,258,29,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5E38,3,0,0,2,1,"(89, 12)",1,1.0,"HAZY,SQUALLY,FAIR,,,,,,,,"
37480,1806,7,22.0,6.0,12.63,89.45,1,3,0.0,5,,,3.0,10,EUROPE 2,,,,,,,,,,,,,,26.7,,,,,,,,,,,,,,,,,,,,,258,29,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5E3A,3,0,0,2,1,"(89, 12)",1,1.0,"HAZY,SQUALLY,RAIN,FAIR,,,,,,,,"
37485,1806,7,23.0,6.0,15.65,87.13,1,3,0.0,5,,,3.0,10,WIL PIT 2,,,,,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,258,57,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5E3V,3,0,0,2,1,"(87, 15)",1,1.0,"SQUALLY,HAZY,CLOUDY,SMALL RAIN,PASSING CLOUDS     ,CONSIDERABLE SWELL,,,,,,,"
37486,1806,7,23.0,6.0,15.65,87.25,1,3,0.0,5,,,3.0,10,STREATH 4,,,,5.0,,,,,,,,,,28.6,,,,,,,,,,,,,,,,,,,,,258,57,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5E3W,3,0,0,2,1,"(87, 15)",1,1.0,"SQUALLY,FAIR,CLOUDY,,,,,,,,"
37487,1806,7,23.0,6.0,15.42,87.65,1,3,0.0,5,,,3.0,10,EUROPE 2,,,,5.0,,,,,,,,,,26.7,,,,,,,,,,,,,,,,,,,,,258,57,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5E3X,3,0,0,2,1,"(87, 15)",1,1.0,"FAIR,HAZY,,,,,,,,"
37495,1806,7,24.0,6.0,9.43,91.38,1,3,0.0,5,,,3.0,10,NTBLAND 5,,,,,,,,,,,,,,28.3,,,,,,,,,,,,,,,,,,,,,295,91,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5E4L,3,0,0,2,1,"(91, 9)",1,1.0,"CLOUDY,SQUALLY,RAIN,PASSING SQUALLS,CLEAR,SHOWERS,FREQUENT SQUALLS,,,,,,,,"
37499,1806,7,25.0,6.0,11.92,90.12,1,3,0.0,5,,,3.0,10,NTBLAND 5,,,,,,,,,,,,,,28.3,,,,,,,,,,,,,,,,,,,,,259,10,248,148,5,0,,,,,,,,2.0,F1FFFF,1AAAAA1AAAAAAA,,,,CZ5E57,3,0,0,2,1,"(90, 11)",1,1.0,"PASSING SQUALLS,RAIN,SQUALLY,CLOUDY,,,,,,,,"
37504,1806,7,26.0,6.0,14.1,88.87,1,3,0.0,5,,,3.0,10,NTBLAND 5,,,,5.0,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,258,48,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5E5S,3,0,0,2,1,"(88, 14)",1,1.0,"SQUALLY,THICK,HAZY,PASSING SQUALLS,CLOUDY,RAIN,FREQUENT HARD SQUALLS     ,HEAVY SWELL,,,,,,,"
37509,1806,7,27.0,6.0,15.43,87.85,1,3,0.0,5,,,3.0,10,NTBLAND 5,,,,5.0,,,,,,,,,,27.8,,,,,,,,,,,,,,,,,,,,,258,57,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5E6D,3,0,0,2,1,"(87, 15)",1,1.0,"HARD SQUALLS,HEAVY SQUALLS,RAIN,CLOUDY,FREQUENT VERY SEVERE SQUALLS,HEAVY RAIN,,,,,,,,"
37514,1806,7,28.0,6.0,16.58,87.22,1,3,0.0,5,,,3.0,10,NTBLAND 5,,,249.0,5.0,12.3,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,258,67,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ5E6Y,3,0,0,2,1,"(87, 16)",1,1.0,"HAZY,CLOUDY,SMALL RAIN,THICK,RAIN,HARD SQUALLS     ,HEAVY SWELL,SWELL FALLEN,,,,,,,"
37533,1806,7,31.0,,10.27,82.98,1,3,,4,,,,10,FRIENDSH,,1.0,203.0,5.0,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,2,701,69,5,0,,1.0,,,,,,,FF15FF,71AAAAAAAAAAAA,,,,0043EI,3,0,0,2,1,"(82, 10)",1,1.0,"TW    44  ,   INDIA & RETURN  ,,,,,,,"
37555,1806,8,4.0,6.0,11.92,82.63,1,3,0.0,5,,,3.0,10,ALNWICK C,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,258,12,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5EB0,3,0,0,2,1,"(82, 11)",1,1.0,"CLOUDY,FAIR,,,,,,,,"
37565,1806,8,5.0,6.0,10.53,83.88,1,3,0.0,5,,,3.0,10,DVD SCT 2,,,,,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,258,3,248,148,5,0,,,,,,,,2.0,F1FFFF,1AAAAA1AAAAAAA,,,,CZ5EBN,3,0,0,2,1,"(83, 10)",1,1.0,"FAIR,CLOUDY,,,,,,,,"
37566,1806,8,5.0,6.0,10.47,83.98,1,3,0.0,5,,,3.0,10,ALNWICK C,,,,5.0,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,258,3,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5EBO,3,0,0,2,1,"(83, 10)",1,1.0,"CLOUDY,,,,,,,,"
37575,1806,8,6.0,6.0,9.5,84.75,1,3,0.0,5,,,3.0,10,ALNWICK C,,,,,,,,,,,,,,28.1,,,,,,,,,,,,,,,,,,,,,294,94,248,148,5,0,,,,,,,,2.0,F1FFFF,1AAAAA1AAAAAAA,,,,CZ5ECB,3,0,0,2,1,"(84, 9)",1,1.0,"HAZY,CLOUDY,,,,,,,,"
37576,1806,8,6.0,6.0,9.47,86.35,1,3,0.0,5,,,3.0,10,DVD SCT 2,,,,5.0,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,294,96,248,148,5,0,,,,,,,,2.0,F1FFFF,12AAAA1AAAAAAA,,,,CZ5ECC,3,0,0,2,1,"(86, 9)",1,1.0,"SQUALLY,FAIR,HAZY,,,,,,,,"
37582,1806,8,7.0,6.0,8.82,87.03,1,3,0.0,5,,,3.0,10,ALNWICK C,,,,,,,,,,,,,,26.1,,,,,,,,,,,,,,,,,,,,,294,87,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5ECU,3,0,0,2,1,"(87, 8)",1,1.0,"SQUALLY,RAIN,,,,,,,,"
37583,1806,8,7.0,6.0,8.73,86.1,1,3,0.0,5,,,3.0,10,DVD SCT 2,,,,,,,,,,,,,,26.7,,,,,,,,,,,,,,,,,,,,,294,86,248,148,5,0,,,,,,,,2.0,F1FFFF,1AAAAA1AAAAAAA,,,,CZ5ECV,3,0,0,2,1,"(86, 8)",1,1.0,"RAIN,SQUALLY,FAIR,THICK,RAINY,,,,,,,,"
37588,1806,8,8.0,6.0,8.27,89.03,1,3,0.0,5,,,3.0,10,ALNWICK C,,,216.0,5.0,9.3,,,,,,,,,27.8,,,,,,,,,,,,,,,,,,,,,294,89,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ5EDE,3,0,0,2,1,"(89, 8)",1,1.0,"SQUALLY,RAIN,,,,,,,,"
37701,1806,8,23.0,6.0,8.47,83.27,1,3,0.0,5,,,3.0,10,ALEXAND 3,,,159.0,5.0,1.0,,,,,,,,,29.4,,,,,,,,,,,,,,,,,,,,,294,83,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ5EM5,3,0,0,2,1,"(83, 8)",1,1.0,"FAIR,VERY SULTRY,LIGHTNING     ,STRONG CURRENT,,,,,,,"
37702,1806,8,23.0,6.0,8.45,83.42,1,3,0.0,5,,,3.0,10,LD MELV 1,,,,,,,,,,1002.6,,,,28.3,,,,,,,,,,,,,,,,,,,,,294,83,248,148,5,0,,,,,,,,2.0,F1FF2F,1AAAA11AAAAAAA,,,,CZ5EM6,3,0,0,2,1,"(83, 8)",1,1.0,"FAIR,,,,,,,,"
37712,1806,8,24.0,7.0,9.68,82.4,1,3,0.0,5,,,3.0,10,ALEXAND 3,,,260.0,5.0,12.3,,,,,1001.7,,,,30.0,,,,,,,,,,,,,,,,,,,,,294,92,248,148,5,0,,,,,,,,2.0,F1114F,11AAA11AAAAAAA,,,,CZ5EMS,3,0,0,2,1,"(82, 9)",1,1.0,"LIGHTNING,VERY SULTRY,MUCH LIGHTNING,,,,,,,,"
37713,1806,8,24.0,7.0,9.63,82.47,1,3,0.0,5,,,3.0,10,LD MELV 1,,,,,,,,,,1005.4,,,,28.1,,,,,,,,,,,,,,,,,,,,,294,92,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ5EMT,3,0,0,2,1,"(82, 9)",1,1.0,"SQUALLY,PLEASANT,,,,,,,,"
38003,1806,9,28.0,6.0,17.65,89.85,1,3,0.0,5,,,3.0,10,LDY J DAS,,,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,79,248,148,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,CZ5F1S,3,0,0,2,1,"(89, 17)",1,1.0,"FAIR,,,,,,,,"
38015,1806,9,29.0,6.0,16.52,90.13,1,3,0.0,5,,,3.0,10,LDY J DAS,,,47.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,60,248,148,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,CZ5F2D,3,0,0,2,1,"(90, 16)",1,1.0,"FAIR,,,,,,,,"
38026,1806,9,30.0,6.0,15.1,90.7,1,3,0.0,5,,,3.0,10,BENGAL,,,,5.0,,,,,,,,,,28.3,,,,,,,,,,,,,,,,,,,,,259,50,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ5F2W,3,0,0,2,1,"(90, 15)",1,1.0,"CLEAR     ,SMOOTH WATER,,,,,,,"
38027,1806,9,30.0,6.0,15.08,90.92,1,3,0.0,5,,,3.0,10,LDY J DAS,,,70.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,50,248,148,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,CZ5F2X,3,0,0,2,1,"(90, 15)",1,1.0,"CLOUDY,FAIR,,,,,,,,"
38037,1806,10,1.0,6.0,13.75,91.03,1,3,0.0,5,,,3.0,10,BENGAL,,,,5.0,,,,,,,,,,28.3,,,,,,,,,,,,,,,,,,,,,259,31,248,148,5,0,,,,,,,,2.0,F1FFFF,12AAAA1AAAAAAA,,,,CZ5F3G,3,0,0,2,1,"(91, 13)",1,1.0,"CLOUDY,SQUALLY,RAIN,FINE,,,,,,,,"
38038,1806,10,1.0,6.0,13.75,91.27,1,3,0.0,5,,,3.0,10,LDY J DAS,,,104.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,31,248,148,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,CZ5F3H,3,0,0,2,1,"(91, 13)",1,1.0,"RAIN,SQUALLY,CLOUDY,FAIR,,,,,,,,"
